system_id,ligand_ccd_code,cluster,ligand_molecular_weight,ligand_instance_chain,ligand_num_rot_bonds,ligand_tpsa,ligand_num_unique_interactions,ligand_num_heavy_atoms,ligand_is_proper,entry_pdb_id,entry_keywords,ligand_num_rings,ligand_num_pocket_residues,ligand_smiles,num_training_systems_with_similar_ccds,group_key,query_system,target_system,pli_qcov,pli_unique_qcov,pocket_fident,pocket_fident_qcov,pocket_lddt,pocket_lddt_qcov,pocket_qcov,protein_fident_max,protein_fident_qcov_max,protein_fident_qcov_weighted_max,protein_fident_qcov_weighted_sum,protein_fident_weighted_max,protein_fident_weighted_sum,protein_lddt_max,protein_lddt_qcov_max,protein_lddt_qcov_weighted_max,protein_lddt_qcov_weighted_sum,protein_lddt_weighted_max,protein_lddt_weighted_sum,protein_qcov_max,protein_qcov_weighted_max,protein_qcov_weighted_sum,protein_seqsim_max,protein_seqsim_qcov_max,protein_seqsim_qcov_weighted_max,protein_seqsim_qcov_weighted_sum,protein_seqsim_weighted_max,protein_seqsim_weighted_sum,query_ligand_instance_chain,color,shape,sucos_protein,sucos_shape,sucos_protein_pocket_qcov,sucos_protein_pocket_lddt_qcov,sucos_shape_pocket_qcov,sucos_shape_pocket_lddt_qcov,shape_pocket_qcov,shape_pocket_lddt_qcov,color_pocket_qcov,color_pocket_lddt_qcov,target_release_date,release_date_before_cutoff,query_system_pli_qcov,target_system_pli_qcov,pli_qcov_pli_qcov,pli_unique_qcov_pli_qcov,pocket_fident_pli_qcov,pocket_fident_qcov_pli_qcov,pocket_lddt_pli_qcov,pocket_lddt_qcov_pli_qcov,pocket_qcov_pli_qcov,protein_fident_max_pli_qcov,protein_fident_qcov_max_pli_qcov,protein_fident_qcov_weighted_max_pli_qcov,protein_fident_qcov_weighted_sum_pli_qcov,protein_fident_weighted_max_pli_qcov,protein_fident_weighted_sum_pli_qcov,protein_lddt_max_pli_qcov,protein_lddt_qcov_max_pli_qcov,protein_lddt_qcov_weighted_max_pli_qcov,protein_lddt_qcov_weighted_sum_pli_qcov,protein_lddt_weighted_max_pli_qcov,protein_lddt_weighted_sum_pli_qcov,protein_qcov_max_pli_qcov,protein_qcov_weighted_max_pli_qcov,protein_qcov_weighted_sum_pli_qcov,protein_seqsim_max_pli_qcov,protein_seqsim_qcov_max_pli_qcov,protein_seqsim_qcov_weighted_max_pli_qcov,protein_seqsim_qcov_weighted_sum_pli_qcov,protein_seqsim_weighted_max_pli_qcov,protein_seqsim_weighted_sum_pli_qcov,query_ligand_instance_chain_pli_qcov,color_pli_qcov,shape_pli_qcov,sucos_protein_pli_qcov,sucos_shape_pli_qcov,tanimoto_pli_qcov,sucos_protein_pocket_qcov_pli_qcov,sucos_protein_pocket_lddt_qcov_pli_qcov,sucos_shape_pocket_qcov_pli_qcov,sucos_shape_pocket_lddt_qcov_pli_qcov,shape_pocket_qcov_pli_qcov,shape_pocket_lddt_qcov_pli_qcov,color_pocket_qcov_pli_qcov,color_pocket_lddt_qcov_pli_qcov,target_release_date_pli_qcov,release_date_before_cutoff_pli_qcov,num_ligand_chains,num_protein_chains,num_proper_ligand_chains,release_date,sucos_shape_pocket_qcov_2023,topological_tanimoto,morgan_tanimoto,pocket_qcov_alone
8tnc__1__1.B__1.E,3JD,c110,320.16371126,1.E,3,72.94,9,24,True,8tnc,DE NOVO PROTEIN,4,34,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,10,8tnc__1__1.B__1.E__1.E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2024-04-24,,,,
8tnd__1__1.B__1.F,78P,c110,244.132411132,1.F,2,83.8,11,18,True,8tnd,DE NOVO PROTEIN,3,34,C[C@]1(c2nc3cccc(C(N)=O)c3[nH]2)CCCN1,22,8tnd__1__1.B__1.F__1.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2024-04-24,,,,
8tnb__1__1.A_1.C__1.F,IQM,c110,298.11175594,1.F,4,68.25999999999999,10,22,True,8tnb,DE NOVO PROTEIN,3,28,CNCc1ccc(-c2cc3cc(F)cc(C(N)=O)c3o2)cc1,0,8tnb__1__1.A_1.C__1.F__1.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2024-04-24,,,,
8tn6__1__1.A__1.D,RPB,c110,323.143390416,1.D,3,56.92,12,24,True,8tn6,DE NOVO PROTEIN,4,30,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,7,8tn6__1__1.A__1.D__1.D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2024-04-24,,,,
7x11__1__1.D__1.P,86I,c422,466.1688137040002,1.P,6,98.06,12,34,True,7x11,OXIDOREDUCTASE,6,26,CCCc1nc2c(C)ccn(Cc3ccc4nc(-c5ccccc5-c5nnn[nH]5)sc4c3)c-2n1,0,7x11__1__1.D__1.P__1.P,7x11__1__1.D__1.P,1gq2__3__1.I__1.OB_1.PB_1.QB,0.0,8.0,81.0,27.0,89.0,33.0,35.0,76.0,75.0,75.0,75.0,76.0,76.0,91.0,90.0,90.0,90.0,91.0,91.0,98.0,98.0,98.0,85.0,84.0,84.0,84.0,85.0,85.0,1.P,6.649195118933517,42.3841528165512,0.0125722906713587,38.1143352475023,0.0044003017349755,0.0041488559215484,13.340017336625802,12.577730631675758,14.83445348579292,13.986770429461895,2.327218291626731,2.1942343892480607,2002-05-23,True,7x11__1__1.D__1.P,1do8__1__1.A__1.E_1.F_1.G,0.0,8.0,69.0,15.0,87.0,26.0,31.0,54.0,53.0,53.0,53.0,54.0,54.0,85.0,83.0,83.0,83.0,85.0,85.0,98.0,97.0,97.0,68.0,66.0,66.0,66.0,68.0,68.0,1.P,4.862842388254634,45.86754429593625,0.0315179021684319,33.77938053636344,0.5176600441501104,0.0097705496722139,0.0081946545637923,10.471607966272666,8.782638939454495,14.218938731740238,11.925561516943423,1.5074811403589363,1.2643390209462049,2000-03-06,True,1,1,1,2022-07-20,100.0,53.53645266594123,6.666666666666667,35.0
8x1a__1__1.A__1.B,G6P,c348,260.02971862600003,1.B,3,156.91,16,16,True,8x1a,SUGAR BINDING PROTEIN,1,30,O=P(O)(O)OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,386,8x1a__1__1.A__1.B__1.B,8x1a__1__1.A__1.B,4r73__2__1.B__1.I_1.J,88.0,31.0,90.0,90.0,98.0,98.0,100.0,73.0,72.0,72.0,72.0,73.0,73.0,97.0,96.0,96.0,96.0,97.0,97.0,99.0,99.0,99.0,80.0,79.0,79.0,79.0,80.0,80.0,1.B,95.97346989411928,99.26651626395952,90.68404781974348,95.97328843068908,90.68404781974348,88.87036686334861,95.97328843068908,94.05382266207528,99.26651626395952,97.28118593868032,95.97346989411928,94.05400049623692,2015-08-12,True,8x1a__1__1.A__1.B,4r73__2__1.B__1.I_1.J,88.0,31.0,90.0,90.0,98.0,98.0,100.0,73.0,72.0,72.0,72.0,73.0,73.0,97.0,96.0,96.0,96.0,97.0,97.0,99.0,99.0,99.0,80.0,79.0,79.0,79.0,80.0,80.0,1.B,95.97346989411928,99.26651626395952,90.68404781974348,95.97328843068908,1.0,90.68404781974348,88.87036686334861,95.97328843068908,94.05382266207528,99.26651626395952,97.28118593868032,95.97346989411928,94.05400049623692,2015-08-12,True,1,1,1,2024-04-17,95.97328843068908,100.0,100.0,100.0
7dml__1__1.A__1.E,H9O,c46,204.059389168,1.E,2,66.76,11,15,True,7dml,HYDROLASE,2,20,C=C(C(=O)O)[C@@H]1OB(O)c2ccccc21,4,7dml__1__1.A__1.E__1.E,7dml__1__1.A__1.E,6zrh__2__1.B__1.G,42.0,45.0,50.0,50.0,93.0,93.0,100.0,49.0,49.0,49.0,49.0,49.0,49.0,90.0,90.0,90.0,90.0,90.0,90.0,100.0,100.0,100.0,60.0,60.0,60.0,60.0,60.0,60.0,1.E,15.513913656743227,75.41629067804294,45.862942648363976,65.94171170927027,45.862942648363976,42.6525366629785,65.94171170927027,61.32579188962135,75.41629067804294,70.13715033057994,15.513913656743227,14.427939700771203,2021-07-21,True,7dml__1__1.A__1.E,6v1o__2__1.C__1.L,83.0,73.0,100.0,95.0,100.0,95.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.E,17.66314309715913,76.21873670225395,61.5024871461063,42.70558210221382,0.3167044595616024,58.42736278880098,58.42736278880098,40.57030299710313,40.57030299710313,72.40779986714125,72.40779986714125,16.77998594230117,16.77998594230117,2020-03-25,True,1,1,1,2021-12-15,100.0,32.4435318275154,11.627906976744184,100.0
8dml__1__1.B__1.J,JN3,c726,392.29265976,1.J,4,77.76,10,28,True,8dml,SIGNALING PROTEIN,4,30,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,600,8dml__1__1.B__1.J__1.J,8dml__1__1.B__1.J,5kew__3__1.F__1.R,36.0,10.0,100.0,87.0,90.0,77.0,87.0,97.0,95.0,95.0,95.0,97.0,97.0,91.0,90.0,90.0,90.0,91.0,91.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0,100.0,1.J,33.9654301854817,81.40259093604047,59.68494498272224,79.49697809657316,51.925902134968354,45.957407636696125,69.16237094401865,61.21267313436133,70.82025411435521,62.67999502075117,29.54992426136908,26.15338124282091,2016-07-20,True,8dml__1__1.B__1.J,5kew__3__1.F__1.R,36.0,10.0,100.0,87.0,90.0,77.0,87.0,97.0,95.0,95.0,95.0,97.0,97.0,91.0,90.0,90.0,90.0,91.0,91.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0,100.0,1.J,33.9654301854817,81.40259093604047,59.68494498272224,79.49697809657316,0.5,51.925902134968354,45.957407636696125,69.16237094401865,61.21267313436133,70.82025411435521,62.67999502075117,29.54992426136908,26.15338124282091,2016-07-20,True,1,1,1,2023-06-14,69.16237094401865,50.0,43.24324324324324,87.0
8dmt__1__1.A__1.E,AR6,c218,559.0716736759997,1.E,9,291.52,21,36,True,8dmt,HYDROLASE,4,32,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,19665,8dmt__1__1.A__1.E__1.E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2023-08-02,,,,
7lk0__1__1.A_2.A__1.D,Y3D,c220,372.072252134,1.D,6,166.61,16,25,True,7lk0,TRANSFERASE,2,30,Cc1ncc(COP(=O)(O)O)c(/C=N/[C@H]2C[C@@H](C(=O)O)CC2=O)c1O,0,7lk0__1__1.A_2.A__1.D__1.D,7lk0__1__1.A_2.A__1.D,7jx9__1__1.A_2.A__1.D,78.0,56.0,100.0,97.0,99.0,96.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.D,62.91472034735233,79.63846144475424,79.35544005789261,83.31539560895996,76.97477685615583,76.1812224555769,80.81593374069116,79.98277978460156,77.24930760141162,76.45292298696407,61.02727873693176,60.39813153345823,2021-01-06,True,7lk0__1__1.A_2.A__1.D,6j2v__2__1.A_1.B__1.I,78.0,62.0,63.0,63.0,86.0,76.0,87.0,31.0,31.0,31.0,31.0,31.0,31.0,77.0,77.0,77.0,76.0,77.0,77.0,100.0,100.0,100.0,47.0,47.0,47.0,47.0,47.0,47.0,1.D,35.36138457567793,84.68448719509915,64.7548260623955,75.0665162968506,0.5512699905926622,56.33669867428408,49.21366780742058,65.30786917826002,57.05055238560645,73.67550385973627,64.36021026827535,30.7644045808398,26.874652277515228,2020-01-15,True,1,2,1,2022-02-16,100.0,73.67066895368782,61.11111111111112,100.0
7qi0__1__1.A__1.C,C9I,c229,417.180089596,1.C,6,121.40000000000002,12,31,True,7qi0,PEPTIDE BINDING PROTEIN,4,28,[H]/N=C(\N)c1ccc(N2C[C@H](C(=O)N[C@@H](CC)c3cccc4ccccc34)OC2=O)cn1,0,7qi0__1__1.A__1.C__1.C,7qi0__1__1.A__1.C,3vfe__1__1.A__1.B,69.0,58.0,100.0,100.0,100.0,100.0,100.0,98.0,98.0,98.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,20.55061801775901,66.88007126310902,55.05713551829169,61.22677656066231,55.05713551829169,55.05713551829169,61.22677656066231,61.22677656066231,66.88007126310902,66.88007126310902,20.55061801775901,20.55061801775901,2012-11-21,True,7qi0__1__1.A__1.C,3vfe__1__1.A__1.B,69.0,58.0,100.0,100.0,100.0,100.0,100.0,98.0,98.0,98.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,20.55061801775901,66.88007126310902,55.05713551829169,61.22677656066231,0.4398289554062309,55.05713551829169,55.05713551829169,61.22677656066231,61.22677656066231,66.88007126310902,66.88007126310902,20.55061801775901,20.55061801775901,2012-11-21,True,1,1,1,2022-11-23,100.0,43.98289554062309,17.5,100.0
7x9d__1__1.A__1.E,HRM,c888,212.094963004,1.E,1,37.91,7,16,True,7x9d,TRANSFERASE,3,17,COc1ccc2c(c1)[nH]c1c(C)nccc12,15,7x9d__1__1.A__1.E__1.E,7x9d__1__1.A__1.E,4u7p__1__1.A__1.F,38.0,43.0,94.0,94.0,93.0,93.0,100.0,78.0,77.0,77.0,77.0,78.0,78.0,92.0,91.0,91.0,91.0,92.0,92.0,100.0,100.0,100.0,87.0,87.0,87.0,87.0,87.0,87.0,1.E,9.080956369397663,56.29805525639529,45.65945810119978,47.931912247900186,45.65945810119978,42.4632960341158,47.931912247900186,44.57667839054717,56.29805525639529,52.35719138844762,9.080956369397663,8.44528942353983,2014-11-12,True,7x9d__1__1.A__1.E,6w89__2__1.G__1.R,38.0,43.0,94.0,88.0,99.0,93.0,94.0,77.0,77.0,77.0,77.0,77.0,77.0,96.0,96.0,96.0,96.0,96.0,96.0,100.0,100.0,100.0,87.0,87.0,87.0,87.0,87.0,87.0,1.E,5.674037551480777,57.79023352111568,42.644196386934496,45.700714318616704,0.2283236994219653,40.085544603718425,39.65910263984908,42.9586714594997,42.50166431631354,54.32281950984873,53.74491717463758,5.33359529839193,5.276854922877122,2020-04-15,True,1,1,1,2023-03-15,100.0,22.83236994219653,4.878048780487805,100.0
8duk__1__1.A__1.E,TW6,c13,428.209992756,1.E,6,61.8,12,32,True,8duk,TRANSCRIPTION,5,30,CNCCOc1ccc([C@@H]2c3ccc(O)cc3CC3(CC3)N2C(=O)c2ccccc2)cc1,0,8duk__1__1.A__1.E__1.E,8duk__1__1.A__1.E,7ndo__1__1.A__1.C,47.0,42.0,100.0,100.0,93.0,93.0,100.0,88.0,85.0,85.0,85.0,88.0,88.0,91.0,89.0,89.0,89.0,91.0,91.0,98.0,98.0,98.0,92.0,90.0,90.0,90.0,92.0,92.0,1.E,25.470754591028577,70.39727284206973,65.11969179310158,65.44690339920287,65.11969179310158,60.56131336758448,65.44690339920287,60.86562016125867,70.39727284206973,65.46946374312485,25.470754591028577,23.687801769656577,2021-08-25,True,8duk__1__1.A__1.E,5dvs__1__1.B__1.F,80.0,50.0,97.0,77.0,80.0,67.0,77.0,91.0,89.0,89.0,89.0,91.0,91.0,85.0,84.0,84.0,84.0,85.0,85.0,99.0,99.0,99.0,98.0,96.0,96.0,96.0,98.0,98.0,1.E,8.516653752961737,65.66417442657047,46.80790119519921,42.07988549958202,0.2045654082528533,36.04208392030339,31.36129380078347,32.40151183467815,28.193523284719955,50.56141430845926,43.99499686580221,6.557823389780538,5.706158014484364,2016-05-04,True,1,1,1,2023-07-05,94.36418244798388,42.00278164116829,25.287356321839084,100.0
8du3__1__1.A__1.B,TKO,c105,288.985073976,1.B,1,64.94,9,17,True,8du3,MEMBRANE PROTEIN,3,21,Nc1nc(-c2ccco2)c2cc(Br)ccc2n1,0,8du3__1__1.A__1.B__1.B,8du3__1__1.A__1.B,5olz__1__1.A__1.B,90.0,89.0,100.0,95.0,100.0,95.0,95.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0,98.0,98.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.B,33.68633604253346,80.78440274744175,73.337473476382,69.11844056702961,69.6705998025629,69.6705998025629,65.66251853867813,65.66251853867813,76.74518261006965,76.74518261006965,32.00201924040679,32.00201924040679,2018-01-17,True,8du3__1__1.A__1.B,5om4__1__1.A__1.B,90.0,89.0,100.0,95.0,100.0,95.0,95.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.B,33.17665740431929,80.51682526683483,73.166680550531,69.08862090659163,0.2939160239931448,69.50834652300445,69.50834652300445,65.63418986126204,65.63418986126204,76.49098400349308,76.49098400349308,31.51782453410333,31.51782453410333,2018-01-17,True,1,1,1,2022-08-10,100.0,29.391602399314483,22.807017543859647,100.0
8du8__1__1.A__1.C,TS7,c13,468.241292884,1.C,6,53.010000000000005,13,35,True,8du8,TRANSCRIPTION,6,31,CCCN1CC(Oc2ccc([C@@H]3c4ccc(O)cc4CC4(CC4)N3C(=O)c3ccccc3)cc2)C1,0,8du8__1__1.A__1.C__1.C,8du8__1__1.A__1.C,7ndo__1__1.B__1.J,60.0,54.0,100.0,100.0,97.0,97.0,100.0,87.0,87.0,87.0,87.0,87.0,87.0,93.0,92.0,92.0,92.0,93.0,93.0,100.0,100.0,100.0,92.0,91.0,91.0,91.0,92.0,92.0,1.C,23.65136526304012,71.77695159829705,62.774564263258405,64.37628380506719,62.774564263258405,60.89132733536065,64.37628380506719,62.44499529091517,71.77695159829705,69.62364305034814,23.65136526304012,22.94182430514891,2021-08-25,True,8du8__1__1.A__1.C,4q50__1__1.A__1.I,87.0,77.0,90.0,84.0,81.0,73.0,84.0,89.0,87.0,87.0,87.0,89.0,89.0,89.0,88.0,88.0,88.0,89.0,89.0,99.0,99.0,99.0,98.0,97.0,97.0,97.0,98.0,98.0,1.C,27.994066452331307,66.38314109009877,54.86813476740667,55.46537896157096,0.2958579881656805,46.08923320462161,40.05373838020687,46.5909183277196,40.4897266419468,55.76183851568297,48.4596929957721,23.515015819958297,20.43566851020185,2015-04-15,True,1,1,1,2022-11-09,100.0,43.09278350515464,21.73913043478261,100.0
8du9__1__1.B__1.D,TT5,c13,482.256942948,1.D,6,53.010000000000005,14,36,True,8du9,TRANSCRIPTION,6,29,O=C(c1ccccc1)N1[C@H](c2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc2CC12CC2,0,8du9__1__1.B__1.D__1.D,8du9__1__1.B__1.D,7ndo__1__1.B__1.J,59.0,50.0,100.0,100.0,99.0,99.0,100.0,79.0,78.0,78.0,78.0,79.0,79.0,94.0,93.0,93.0,93.0,94.0,94.0,98.0,98.0,98.0,91.0,89.0,89.0,89.0,91.0,91.0,1.D,34.97076105256898,78.53760721403556,62.92611917616544,70.80222805176817,62.92611917616544,62.296857984403786,70.80222805176817,70.09420577125049,78.53760721403556,77.75223114189521,34.97076105256898,34.62105344204329,2021-08-25,True,8du9__1__1.B__1.D,2iog__1__1.A__1.B,71.0,43.0,100.0,83.0,86.0,75.0,83.0,88.0,87.0,87.0,87.0,88.0,88.0,94.0,92.0,92.0,92.0,94.0,94.0,98.0,98.0,98.0,99.0,97.0,97.0,97.0,99.0,99.0,1.D,8.19612823603516,54.520935591651366,40.39850366998606,45.90423948510488,0.4234482758620689,33.53075804608843,30.298877752489545,38.100518772637045,34.428179613828654,45.25237654107063,40.89070169373852,6.802786435909182,6.14709617702637,2007-10-09,True,1,1,1,2022-11-09,100.0,43.88038942976356,40.50632911392405,100.0
7dua__1__1.B__1.D,HJ0,c1,311.14945816400007,1.D,3,114.51,14,23,True,7dua,TRANSFERASE,4,27,Cc1cc(NC(=O)c2cn(C3(C)CC3)c3ncnc(N)c23)n[nH]1,0,7dua__1__1.B__1.D__1.D,7dua__1__1.B__1.D,3vs1__2__1.B__1.H,43.0,43.0,56.0,52.0,73.0,71.0,96.0,40.0,38.0,38.0,38.0,40.0,40.0,77.0,72.0,72.0,72.0,77.0,77.0,94.0,94.0,94.0,59.0,55.0,55.0,55.0,59.0,59.0,1.D,39.6116270305396,70.30484663251757,65.33699199401163,72.26053597903243,62.72351231425116,46.38926431574825,69.37011453987112,51.30498054511302,67.49265276721687,49.91644110908747,38.02716194931801,28.124255191683112,2013-05-01,True,7dua__1__1.B__1.D,2hz0__1__1.A__1.C,71.0,64.0,52.0,41.0,78.0,56.0,70.0,41.0,38.0,38.0,38.0,41.0,41.0,78.0,73.0,73.0,73.0,78.0,78.0,93.0,93.0,93.0,56.0,52.0,52.0,52.0,56.0,56.0,1.D,3.236289583762717,61.27787133611686,33.416564481106505,37.51678612392679,0.3549723756906077,23.39159513677455,18.713276109419645,26.261750286748747,21.009400229399,42.8945099352818,34.31560794822544,2.2654027086339017,1.8123221669071217,2007-01-16,True,1,1,1,2022-01-12,100.0,55.07649513212796,27.848101265822784,100.0
8dui__1__1.A__1.C,TVX,c13,442.22564282,1.C,6,53.010000000000005,14,33,True,8dui,TRANSCRIPTION,5,30,CN(C)CCOc1ccc([C@@H]2c3ccc(O)cc3CC3(CC3)N2C(=O)c2ccccc2)cc1,0,8dui__1__1.A__1.C__1.C,8dui__1__1.A__1.C,7ndo__1__1.B__1.J,67.0,43.0,100.0,100.0,98.0,98.0,100.0,86.0,85.0,85.0,85.0,86.0,86.0,94.0,93.0,93.0,93.0,94.0,94.0,100.0,100.0,100.0,92.0,92.0,92.0,92.0,92.0,92.0,1.C,28.8077406508892,72.17077486430175,67.35472200518498,68.49124354288728,67.35472200518498,66.00762756508128,68.49124354288728,67.12141867202953,72.17077486430175,70.72735936701571,28.8077406508892,28.23158583787141,2021-08-25,True,8dui__1__1.A__1.C,2fsz__2__2.A_3.B__3.E,87.0,57.0,90.0,73.0,78.0,70.0,80.0,58.0,58.0,58.0,58.0,58.0,58.0,77.0,76.0,76.0,76.0,77.0,77.0,99.0,99.0,99.0,77.0,76.0,76.0,76.0,77.0,77.0,1.C,20.02359877542172,65.45099521319719,0.0,51.29369813294026,0.3013937282229965,0.0,0.0,41.03495850635221,35.90558869305818,52.36079617055776,45.81569664923803,16.018879020337376,14.016519142795202,2006-07-11,True,1,1,1,2022-11-09,100.0,42.07232267037552,25.287356321839084,100.0
7du9__1__1.A_1.B__1.D,Q4J,c1,533.2662994840001,1.D,8,135.53,7,39,True,7du9,TRANSFERASE,5,31,COC1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CCC(c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,2,7du9__1__1.A_1.B__1.D__1.D,7du9__1__1.A_1.B__1.D,7ju5__1__1.A__1.C,100.0,71.0,97.0,90.0,97.0,90.0,90.0,95.0,95.0,95.0,47.0,95.0,47.0,99.0,99.0,99.0,49.0,99.0,49.0,100.0,100.0,50.0,100.0,100.0,100.0,50.0,100.0,50.0,1.D,94.25919840770734,98.5010031225906,93.93053129445906,94.9769974485859,84.53747816501316,84.53747816501316,85.47929770372731,85.47929770372731,88.65090281033153,88.65090281033153,84.83327856693661,84.83327856693661,2020-11-11,True,7du9__1__1.A_1.B__1.D,7ju5__1__1.A__1.C,100.0,71.0,97.0,90.0,97.0,90.0,90.0,95.0,95.0,95.0,47.0,95.0,47.0,99.0,99.0,99.0,49.0,99.0,49.0,100.0,100.0,50.0,100.0,100.0,100.0,50.0,100.0,50.0,1.D,94.25919840770734,98.5010031225906,93.93053129445906,94.9769974485859,1.0,84.53747816501316,84.53747816501316,85.47929770372731,85.47929770372731,88.65090281033153,88.65090281033153,84.83327856693661,84.83327856693661,2020-11-11,True,1,2,1,2022-01-12,100.0,100.0,100.0,90.0
8dub__1__1.A__1.C,TTU,c13,468.241292884,1.C,5,53.010000000000005,14,35,True,8dub,TRANSCRIPTION,6,32,CCN1CC[C@H](Oc2ccc([C@@H]3c4ccc(O)cc4CC4(CC4)N3C(=O)c3ccccc3)cc2)C1,0,8dub__1__1.A__1.C__1.C,8dub__1__1.A__1.C,7ndo__1__1.B__1.J,47.0,36.0,100.0,100.0,97.0,97.0,100.0,85.0,85.0,85.0,85.0,85.0,85.0,94.0,94.0,94.0,94.0,94.0,94.0,100.0,100.0,100.0,92.0,92.0,92.0,92.0,92.0,92.0,1.C,20.47399132188249,67.97733109622222,64.8518753530829,62.08967542495847,64.8518753530829,62.90631909249041,62.08967542495847,60.22698516220972,67.97733109622222,65.93801116333555,20.47399132188249,19.859771582226013,2021-08-25,True,8dub__1__1.A__1.C,4q50__5__1.A_1.D__1.I,80.0,64.0,94.0,84.0,79.0,73.0,84.0,92.0,91.0,91.0,89.0,92.0,90.0,89.0,88.0,88.0,88.0,89.0,89.0,99.0,99.0,99.0,98.0,97.0,97.0,97.0,98.0,98.0,1.C,25.74061475381985,66.27171573092615,54.49051352440297,53.664870746264434,0.2942148760330578,45.772031360498495,39.778074872814166,45.07849142686212,39.17535564477304,55.66824121397797,48.37835248357609,21.62211639320868,18.79064877028849,2015-04-15,True,1,1,1,2022-11-16,100.0,44.27012278308322,21.27659574468085,100.0
8du6__1__1.B__1.D,TQF,c13,454.22564282,1.D,5,53.010000000000005,14,34,True,8du6,TRANSCRIPTION,6,31,CCN1CC(Oc2ccc([C@@H]3c4ccc(O)cc4CC4(CC4)N3C(=O)c3ccccc3)cc2)C1,0,8du6__1__1.B__1.D__1.D,8du6__1__1.B__1.D,7ndo__1__1.B__1.J,50.0,36.0,100.0,100.0,98.0,98.0,100.0,83.0,82.0,82.0,82.0,83.0,83.0,95.0,93.0,93.0,93.0,95.0,95.0,99.0,99.0,99.0,92.0,91.0,91.0,91.0,92.0,92.0,1.D,29.30581016679199,73.1131400890065,63.998384714961134,69.5892308976581,63.998384714961134,62.71841702066191,69.5892308976581,68.19744627970493,73.1131400890065,71.65087728722638,29.30581016679199,28.719693963456148,2021-08-25,True,8du6__1__1.B__1.D,4q50__3__1.C__1.L,81.0,71.0,94.0,87.0,85.0,80.0,90.0,94.0,93.0,93.0,93.0,94.0,94.0,92.0,92.0,92.0,92.0,92.0,92.0,100.0,100.0,100.0,97.0,96.0,96.0,96.0,97.0,97.0,1.D,28.57087754578349,66.63724214274367,53.73714128697444,56.09604354216236,0.2976190476190476,48.36342715827699,42.98971302957955,50.48643918794612,44.87683483372989,59.973517928469306,53.30979371419494,25.71378979120514,22.8567020366268,2015-04-15,True,1,1,1,2022-11-09,100.0,42.70976616231087,20.87912087912088,100.0
